comment_id,text,text_clean,text_filtered,tokens
787,What would you consider a major feature,what would you consider a major feature,would consider major feature,"['would', 'consider', 'major', 'feature']"
788,"I agree. Excited too. Came from android a few years back (3 ish) and sure i lost a few features but all in all having the newest Iphone now, i get it.",i agree excited too came from android a few years back ish and sure i lost a few features but all in all having the newest iphone now i get it,agree excited came android years back ish sure lost features newest iphone get,"['agree', 'excited', 'came', 'android', 'years', 'back', 'ish', 'sure', 'lost', 'features', 'newest', 'iphone', 'get']"
789,Frrrr,frrrr,frrrr,['frrrr']
790,Now I can’t annoy people by spam calling them,now i cant annoy people by spam calling them,cant annoy people spam calling,"['cant', 'annoy', 'people', 'spam', 'calling']"
791,Sony Do all this a lot better Xperia1 and 5 to Xperia1 March II 👌,sony do all this a lot better xperia and to xperia march ii,sony lot better xperia xperia march ii,"['sony', 'lot', 'better', 'xperia', 'xperia', 'march', 'ii']"
792,How... are these not major features for iPhone,how are these not major features for iphone,major features iphone,"['major', 'features', 'iphone']"
793,@Daniel Drago get a better phone if you're lagging from the updates,drago get a better phone if you re lagging from the updates,drago get better phone lagging updates,"['drago', 'get', 'better', 'phone', 'lagging', 'updates']"
794,Think what a New Highend android have when Years ahed Should recommend Sony Xperia1 March II when all Sony Highend cameras TV like high-resolution Sound in 3.5 Headphone jack with fysical DAC to it are Way Better than think that sound are Only Sony have 360 Atmos sound in music feel like 5.1 Cinema Atmos Sound in Cable Headphones it is Never heard before Xperia1 bought say Wireless get that are So Awsome sound Movies like gaming get 5.1 Sound in music also get Atmos Eqoulizer are🏆 Sound above Rest when X1MII that put in All Highend tech in Alpha camera sensor 70 mm wide are Lot in Highend tech and Cheaper buy also Cuallcome for Gaming Snapdragon 865 Call of Duty preeinstall 4KHDR Oled gaming say New level Motion technology Sony have in TV do can get 4KHDR and 60 Herz with motion get 90 Herz when not go get above 1080p If 90 or 120 Herz in Mobile Oled screens so Sony Use X1 Ship from TV so get Motion 90 Herz are that Tech if PS4 and 5 Certified and can Directly conect PS4 handset to bluetooth to mobile and just play are 4KHDT gaming that Most Heavy thing can Do in mobile if handle that Do rest also are Guaranty and Sony Xperia1 are 5 and Xperia1 March II are PS4 certified for Gaming and all can Mirror in any WiFi Screen to any 4KHDR screen of own a PS4 consol have PS4PRO in pocket all time that is new have Everything and Dharåen up so get Just Keep on deliver Never build a better mobile ever And that said 1200$ is cheap if look to Samsung Ultra and iPhone Highend they are More Expensive without have More Inside in X1MII get more that those have In that better and cheaper pricetag that 70 mm wide 60 frame in sec focus eye focus 3 or human lock in to eye so focus follow are that kind of tech no other have 🏆😂❤️,think what a new highend android have when years ahed should recommend sony xperia march ii when all sony highend cameras tv like high resolution sound in headphone jack with fysical dac to it are way better than think that sound are only sony have atmos sound in music feel like cinema atmos sound in cable headphones it is never heard before xperia bought say wireless get that are so awsome sound movies like gaming get sound in music also get atmos eqoulizer are sound above rest when x mii that put in all highend tech in alpha camera sensor mm wide are lot in highend tech and cheaper buy also cuallcome for gaming snapdragon call of duty preeinstall khdr oled gaming say new level motion technology sony have in tv do can get khdr and herz with motion get herz when not go get above p if or herz in mobile oled screens so sony use x ship from tv so get motion herz are that tech if ps and certified and can directly conect ps handset to bluetooth to mobile and just play are khdt gaming that most heavy thing can do in mobile if handle that do rest also are guaranty and sony xperia are and xperia march ii are ps certified for gaming and all can mirror in any wifi screen to any khdr screen of own a ps consol have ps pro in pocket all time that is new have everything and dharaen up so get just keep on deliver never build a better mobile ever and that said is cheap if look to samsung ultra and iphone highend they are more expensive without have more inside in x mii get more that those have in that better and cheaper pricetag that mm wide frame in sec focus eye focus or human lock in to eye so focus follow are that kind of tech no other have,think new highend android years ahed recommend sony xperia march ii sony highend cameras tv like high resolution sound headphone jack fysical dac way better think sound sony atmos sound music feel like cinema atmos sound cable headphones never heard xperia bought say wireless get awsome sound movies like gaming get sound music also get atmos eqoulizer sound rest mii put highend tech alpha camera sensor mm wide lot highend tech cheaper buy also cuallcome gaming snapdragon call duty preeinstall khdr oled gaming say new level motion technology sony tv get khdr herz motion get herz go get herz mobile oled screens sony use ship tv get motion herz tech ps certified directly conect ps handset bluetooth mobile play khdt gaming heavy thing mobile handle rest also guaranty sony xperia xperia march ii ps certified gaming mirror wifi screen khdr screen ps consol ps pro pocket time new everything dharaen get keep deliver never build better mobile ever said cheap look samsung ultra iphone highend expensive without inside mii get better cheaper pricetag mm wide frame sec focus eye focus human lock eye focus follow kind tech,"['think', 'new', 'highend', 'android', 'years', 'ahed', 'recommend', 'sony', 'xperia', 'march', 'ii', 'sony', 'highend', 'cameras', 'tv', 'like', 'high', 'resolution', 'sound', 'headphone', 'jack', 'fysical', 'dac', 'way', 'better', 'think', 'sound', 'sony', 'atmos', 'sound', 'music', 'feel', 'like', 'cinema', 'atmos', 'sound', 'cable', 'headphones', 'never', 'heard', 'xperia', 'bought', 'say', 'wireless', 'get', 'awsome', 'sound', 'movies', 'like', 'gaming', 'get', 'sound', 'music', 'also', 'get', 'atmos', 'eqoulizer', 'sound', 'rest', 'mii', 'put', 'highend', 'tech', 'alpha', 'camera', 'sensor', 'mm', 'wide', 'lot', 'highend', 'tech', 'cheaper', 'buy', 'also', 'cuallcome', 'gaming', 'snapdragon', 'call', 'duty', 'preeinstall', 'khdr', 'oled', 'gaming', 'say', 'new', 'level', 'motion', 'technology', 'sony', 'tv', 'get', 'khdr', 'herz', 'motion', 'get', 'herz', 'go', 'get', 'herz', 'mobile', 'oled', 'screens', 'sony', 'use', 'ship', 'tv', 'get', 'motion', 'herz', 'tech', 'ps', 'certified', 'directly', 'conect', 'ps', 'handset', 'bluetooth', 'mobile', 'play', 'khdt', 'gaming', 'heavy', 'thing', 'mobile', 'handle', 'rest', 'also', 'guaranty', 'sony', 'xperia', 'xperia', 'march', 'ii', 'ps', 'certified', 'gaming', 'mirror', 'wifi', 'screen', 'khdr', 'screen', 'ps', 'consol', 'ps', 'pro', 'pocket', 'time', 'new', 'everything', 'dharaen', 'get', 'keep', 'deliver', 'never', 'build', 'better', 'mobile', 'ever', 'said', 'cheap', 'look', 'samsung', 'ultra', 'iphone', 'highend', 'expensive', 'without', 'inside', 'mii', 'get', 'better', 'cheaper', 'pricetag', 'mm', 'wide', 'frame', 'sec', 'focus', 'eye', 'focus', 'human', 'lock', 'eye', 'focus', 'follow', 'kind', 'tech']"
795,Lmfao he really wanted to flex that,lmfao he really wanted to flex that,lmfao really wanted flex,"['lmfao', 'really', 'wanted', 'flex']"
796,Brandon Gullaba you’re just jealous 😂,brandon gullaba youre just jealous,brandon gullaba youre jealous,"['brandon', 'gullaba', 'youre', 'jealous']"
797,LOL he ~snuck~ that humblebrag in,lol he snuck that humblebrag in,lol snuck humblebrag,"['lol', 'snuck', 'humblebrag']"
798,Lmfaoooo “my Tesla widget”,lmfaoooo my tesla widget,lmfaoooo tesla widget,"['lmfaoooo', 'tesla', 'widget']"
799,"Why y’all so bitter? Was he supposedly flexing that he owns a Tesla, or that he created a special Tesla app?  Bc a Tesla is only like $35k now, it’s not something people say to look rich. Give the dude a break.",why yall so bitter was he supposedly flexing that he owns a tesla or that he created a special tesla app bc a tesla is only like k now its not something people say to look rich give the dude a break,yall bitter supposedly flexing owns tesla created special tesla app bc tesla like something people say look rich give dude break,"['yall', 'bitter', 'supposedly', 'flexing', 'owns', 'tesla', 'created', 'special', 'tesla', 'app', 'bc', 'tesla', 'like', 'something', 'people', 'say', 'look', 'rich', 'give', 'dude', 'break']"
800,Or double/triple tap to open the shorcut that unlocks your trunk!,or double triple tap to open the shorcut that unlocks your trunk,double triple tap open shorcut unlocks trunk,"['double', 'triple', 'tap', 'open', 'shorcut', 'unlocks', 'trunk']"
801,the trunk* lol but yeah hahaha,the trunk lol but yeah hahaha,trunk lol yeah hahaha,"['trunk', 'lol', 'yeah', 'hahaha']"
802,You can get it too,you can get it too,get,['get']
803,666 nah 669 likes,nah likes,nah likes,"['nah', 'likes']"
804,and yet he is still wearing that shirt,and yet he is still wearing that shirt,yet still wearing shirt,"['yet', 'still', 'wearing', 'shirt']"
805,Huh,huh,huh,['huh']
806,And we all paid for it lol,and we all paid for it lol,paid lol,"['paid', 'lol']"
807,I came straight to the comments after he said that😩😂well damn..,i came straight to the comments after he said thatwell damn,came straight comments said thatwell damn,"['came', 'straight', 'comments', 'said', 'thatwell', 'damn']"
808,I literally read this comment in sync as Marques said it lol,i literally read this comment in sync as marques said it lol,literally read comment sync marques said lol,"['literally', 'read', 'comment', 'sync', 'marques', 'said', 'lol']"
809,"Ahhh shit jokes, a throwback to my childhood",ahhh shit jokes a throwback to my childhood,ahhh shit jokes throwback childhood,"['ahhh', 'shit', 'jokes', 'throwback', 'childhood']"
810,oof,oof,oof,['oof']
811,The jailbreak community AND android,the jailbreak community and android,jailbreak community android,"['jailbreak', 'community', 'android']"
812,"*someone codes this 6yrs prior
Apple: ""look at what I came up with all by myself. With no help or inspiration what so ever"" 😂😂😂",someone codes this yrs prior apple look at what i came up with all by myself with no help or inspiration what so ever,someone codes yrs prior apple look came help inspiration ever,"['someone', 'codes', 'yrs', 'prior', 'apple', 'look', 'came', 'help', 'inspiration', 'ever']"
813,"From users perspective, they really just copy paste it. But it’s more than that tbh, like optimizing it in apple OS’ environment cause now literally every apple OS are uniform that even mac os can run iOS apps seemlesly. But yeah nevertheless it is just copy and paste in the surface and that’s all that matter 😂",from users perspective they really just copy paste it but its more than that tbh like optimizing it in apple os environment cause now literally every apple os are uniform that even mac os can run ios apps seemlesly but yeah nevertheless it is just copy and paste in the surface and thats all that matter,users perspective really copy paste tbh like optimizing apple environment cause literally every apple uniform even mac run ios apps seemlesly yeah nevertheless copy paste surface thats matter,"['users', 'perspective', 'really', 'copy', 'paste', 'tbh', 'like', 'optimizing', 'apple', 'environment', 'cause', 'literally', 'every', 'apple', 'uniform', 'even', 'mac', 'run', 'ios', 'apps', 'seemlesly', 'yeah', 'nevertheless', 'copy', 'paste', 'surface', 'thats', 'matter']"
814,I remember having an jailbroken iPhone 3gs in high school and was able to quick reply to texts years before Apple included it in ios,i remember having an jailbroken iphone gs in high school and was able to quick reply to texts years before apple included it in ios,remember jailbroken iphone gs high school able quick reply texts years apple included ios,"['remember', 'jailbroken', 'iphone', 'gs', 'high', 'school', 'able', 'quick', 'reply', 'texts', 'years', 'apple', 'included', 'ios']"
815,Charles the French?,charles the french,charles french,"['charles', 'french']"
816,Few years ago Apple took gesture navigation things etc. from Palm webOS,few years ago apple took gesture navigation things etc from palm webos,years ago apple took gesture navigation things etc palm webos,"['years', 'ago', 'apple', 'took', 'gesture', 'navigation', 'things', 'etc', 'palm', 'webos']"
817,I love the calling and FaceTime feature where it doesn't take much space.,i love the calling and facetime feature where it doesn t take much space,love calling facetime feature take much space,"['love', 'calling', 'facetime', 'feature', 'take', 'much', 'space']"
818,"They finally added a lot of the features I’ve been wanting! A few things that would be nice to add would be the ability to put widgets on the Lock Screen, customize app icons without having to create a shortcut, and set different wallpapers for different home screens",they finally added a lot of the features ive been wanting a few things that would be nice to add would be the ability to put widgets on the lock screen customize app icons without having to create a shortcut and set different wallpapers for different home screens,finally added lot features ive wanting things would nice add would ability put widgets lock screen customize app icons without create shortcut set different wallpapers different home screens,"['finally', 'added', 'lot', 'features', 'ive', 'wanting', 'things', 'would', 'nice', 'add', 'would', 'ability', 'put', 'widgets', 'lock', 'screen', 'customize', 'app', 'icons', 'without', 'create', 'shortcut', 'set', 'different', 'wallpapers', 'different', 'home', 'screens']"
819,"Nobody:
Apple: ok, so for this update, get this... we’re going to listen to the consumers 😏",nobody apple ok so for this update get this were going to listen to the consumers,nobody apple ok update get going listen consumers,"['nobody', 'apple', 'ok', 'update', 'get', 'going', 'listen', 'consumers']"
820,"Android user: I'd like the light when your camera or mic is being used, neat feature",android user i d like the light when your camera or mic is being used neat feature,android user like light camera mic used neat feature,"['android', 'user', 'like', 'light', 'camera', 'mic', 'used', 'neat', 'feature']"
821,"I always used this (🙏) for saying ""thank you"" or ""I'm grateful""",i always used this for saying thank you or i m grateful,always used saying thank grateful,"['always', 'used', 'saying', 'thank', 'grateful']"
822,"Personally, my favorite feature for iOS 14 is the “Back Tap” in Accessibility.",personally my favorite feature for ios is the back tap in accessibility,personally favorite feature ios back tap accessibility,"['personally', 'favorite', 'feature', 'ios', 'back', 'tap', 'accessibility']"
823,"Android : we stole your navigation gestures
iOS : Sure we will take your homescreen",android we stole your navigation gestures ios sure we will take your homescreen,android stole navigation gestures ios sure take homescreen,"['android', 'stole', 'navigation', 'gestures', 'ios', 'sure', 'take', 'homescreen']"
824,"Everybody: Apple copied widgets from Android
Me: Apple copied tiles from Windows mobile",everybody apple copied widgets from android me apple copied tiles from windows mobile,everybody apple copied widgets android apple copied tiles windows mobile,"['everybody', 'apple', 'copied', 'widgets', 'android', 'apple', 'copied', 'tiles', 'windows', 'mobile']"
825,"“Why am I on pause"" -said everyone before ios14",why am i on pause said everyone before ios,pause said everyone ios,"['pause', 'said', 'everyone', 'ios']"
826,"-I can’t wait to open the door of my car with my phone 
Really? 😂",i cant wait to open the door of my car with my phone really,cant wait open door car phone really,"['cant', 'wait', 'open', 'door', 'car', 'phone', 'really']"
827,"10 years later
Apple: you can now change the size of your widgets!",years later apple you can now change the size of your widgets,years later apple change size widgets,"['years', 'later', 'apple', 'change', 'size', 'widgets']"
828,"""Useful things, but little things""
                       -Marques Brownlee, 2020",useful things but little things marques brownlee,useful things little things marques brownlee,"['useful', 'things', 'little', 'things', 'marques', 'brownlee']"
829,"🙏 is prayer because if it was a high five, apple would most likely have changed the color of the two shirts",is prayer because if it was a high five apple would most likely have changed the color of the two shirts,prayer high five apple would likely changed color two shirts,"['prayer', 'high', 'five', 'apple', 'would', 'likely', 'changed', 'color', 'two', 'shirts']"
830,"What's weird is I'm an Android user, and I'm always watching and getting myself updated about the latest iPhones update and news😆",what s weird is i m an android user and i m always watching and getting myself updated about the latest iphones update and news,weird android user always watching getting updated latest iphones update news,"['weird', 'android', 'user', 'always', 'watching', 'getting', 'updated', 'latest', 'iphones', 'update', 'news']"
831,I deliberately set all my friends profile photos as stupid and funny photos so when they called me my screen would just become their faces... gonna miss that :(,i deliberately set all my friends profile photos as stupid and funny photos so when they called me my screen would just become their faces gonna miss that,deliberately set friends profile photos stupid funny photos called screen would become faces gon miss,"['deliberately', 'set', 'friends', 'profile', 'photos', 'stupid', 'funny', 'photos', 'called', 'screen', 'would', 'become', 'faces', 'gon', 'miss']"
832,"5:58 No audio, but i could just hear Doug say ""Thissss is the 2020 Porsche 718 Cayman GT4"" 😃",no audio but i could just hear doug say thissss is the porsche cayman gt,audio could hear doug say thissss porsche cayman gt,"['audio', 'could', 'hear', 'doug', 'say', 'thissss', 'porsche', 'cayman', 'gt']"
833,Marques in 2030: Well it took them a decade but now you can finally resize a widget in ios.,marques in well it took them a decade but now you can finally resize a widget in ios,marques well took decade finally resize widget ios,"['marques', 'well', 'took', 'decade', 'finally', 'resize', 'widget', 'ios']"
834,1:29 “Took a decade” 🤣🤣🤣 Nailed it ... apple is 12 yrs behind Android in terms of functionality,took a decade nailed it apple is yrs behind android in terms of functionality,took decade nailed apple yrs behind android terms functionality,"['took', 'decade', 'nailed', 'apple', 'yrs', 'behind', 'android', 'terms', 'functionality']"
835,"No more 
“why you got me on pause 👁👄👁” 😂😂😂",no more why you got me on pause,got pause,"['got', 'pause']"
836,"Apple: releases bicycle navigation 
Also apple: doesn’t make it available in the Netherlands",apple releases bicycle navigation also apple doesnt make it available in the netherlands,apple releases bicycle navigation also apple doesnt make available netherlands,"['apple', 'releases', 'bicycle', 'navigation', 'also', 'apple', 'doesnt', 'make', 'available', 'netherlands']"
837, Derek Stingley Jr.  u prolly broke af,derek stingley jr u prolly broke af,derek stingley jr prolly broke af,"['derek', 'stingley', 'jr', 'prolly', 'broke', 'af']"
838,"And here I am, taking that feature for granted for the past few years lol",and here i am taking that feature for granted for the past few years lol,taking feature granted past years lol,"['taking', 'feature', 'granted', 'past', 'years', 'lol']"
839, Derek Stingley Jr.  or they just have a jailbreak,derek stingley jr or they just have a jailbreak,derek stingley jr jailbreak,"['derek', 'stingley', 'jr', 'jailbreak']"
840,I hate it soooooo much😂😂,i hate it soooooo much,hate soooooo much,"['hate', 'soooooo', 'much']"
841,This is coming in iOS 16.,this is coming in ios,coming ios,"['coming', 'ios']"
842,"Yes, I would love to be able to set differences wallpapers for different screens too. That’s what I miss about the android.",yes i would love to be able to set differences wallpapers for different screens too thats what i miss about the android,yes would love able set differences wallpapers different screens thats miss android,"['yes', 'would', 'love', 'able', 'set', 'differences', 'wallpapers', 'different', 'screens', 'thats', 'miss', 'android']"
843,"Tim my G, are you out of your mind?!",tim my g are you out of your mind,tim mind,"['tim', 'mind']"
844,We want 3D touch back!!!,we want d touch back,want touch back,"['want', 'touch', 'back']"
845,Michal Opěla not really it’s cool but not needed,michal opela not really its cool but not needed,michal opela really cool needed,"['michal', 'opela', 'really', 'cool', 'needed']"
846,Bro my favorite thing about this whole update the double tap you already know I’m setting that to YouTube baby,bro my favorite thing about this whole update the double tap you already know im setting that to youtube baby,bro favorite thing whole update double tap already know im setting youtube baby,"['bro', 'favorite', 'thing', 'whole', 'update', 'double', 'tap', 'already', 'know', 'im', 'setting', 'youtube', 'baby']"
847,LETS GOO,lets goo,lets goo,"['lets', 'goo']"
848,And I was the 666th like 😈,and i was the th like,th like,"['th', 'like']"
849,When iOS 14 unc0ver jailbreak has been made already after under 1 day and getting released this month 😂,when ios unc ver jailbreak has been made already after under day and getting released this month,ios unc ver jailbreak made already day getting released month,"['ios', 'unc', 'ver', 'jailbreak', 'made', 'already', 'day', 'getting', 'released', 'month']"
850,Sony done a Complete phone not anything Less that Awsome inside it Sound gaming movie and easy smart use Inovstions are lot if Start with open Sony assist and go through guide so are on go are put every new function Up so asst lot so calm experts not do that and not get it right either I am System Tech engender I do Gimuide beacouse function not know exist how start those up I'd not know exist are just ask that and Charge fast to 65 MHA then slow down my Xperia1 are over 1 year not any less battery on it are probebly more than new when Stamina Optimize battery beacouse a tuslky charge Away battery life today are Not be in charger if full and Smart thing if gaming and charge so are charger hold like Laptop so charge battery but not In Game Push up that do Not hear up so can game and charge in same time without heat up battery 👍,sony done a complete phone not anything less that awsome inside it sound gaming movie and easy smart use inovstions are lot if start with open sony assist and go through guide so are on go are put every new function up so asst lot so calm experts not do that and not get it right either i am system tech engender i do gimuide beacouse function not know exist how start those up i d not know exist are just ask that and charge fast to mha then slow down my xperia are over year not any less battery on it are probebly more than new when stamina optimize battery beacouse a tuslky charge away battery life today are not be in charger if full and smart thing if gaming and charge so are charger hold like laptop so charge battery but not in game push up that do not hear up so can game and charge in same time without heat up battery,sony done complete phone anything less awsome inside sound gaming movie easy smart use inovstions lot start open sony assist go guide go put every new function asst lot calm experts get right either system tech engender gimuide beacouse function know exist start know exist ask charge fast mha slow xperia year less battery probebly new stamina optimize battery beacouse tuslky charge away battery life today charger full smart thing gaming charge charger hold like laptop charge battery game push hear game charge time without heat battery,"['sony', 'done', 'complete', 'phone', 'anything', 'less', 'awsome', 'inside', 'sound', 'gaming', 'movie', 'easy', 'smart', 'use', 'inovstions', 'lot', 'start', 'open', 'sony', 'assist', 'go', 'guide', 'go', 'put', 'every', 'new', 'function', 'asst', 'lot', 'calm', 'experts', 'get', 'right', 'either', 'system', 'tech', 'engender', 'gimuide', 'beacouse', 'function', 'know', 'exist', 'start', 'know', 'exist', 'ask', 'charge', 'fast', 'mha', 'slow', 'xperia', 'year', 'less', 'battery', 'probebly', 'new', 'stamina', 'optimize', 'battery', 'beacouse', 'tuslky', 'charge', 'away', 'battery', 'life', 'today', 'charger', 'full', 'smart', 'thing', 'gaming', 'charge', 'charger', 'hold', 'like', 'laptop', 'charge', 'battery', 'game', 'push', 'hear', 'game', 'charge', 'time', 'without', 'heat', 'battery']"
851,You mean : We're going to copy android features that have been there for years. AGAIN*,you mean we re going to copy android features that have been there for years again,mean going copy android features years,"['mean', 'going', 'copy', 'android', 'features', 'years']"
852,HowToPickItUp Ok bud don’t act as if android has never copied Apple before.,howtopickitup ok bud dont act as if android has never copied apple before,howtopickitup ok bud dont act android never copied apple,"['howtopickitup', 'ok', 'bud', 'dont', 'act', 'android', 'never', 'copied', 'apple']"
853,"well actually no. They dont listen to consumers, they just run with their own pace, and let the ecosystem drive the consumers using it. In my opinion the growth of humankind is kind of slowed down due to many people using apple devices.",well actually no they dont listen to consumers they just run with their own pace and let the ecosystem drive the consumers using it in my opinion the growth of humankind is kind of slowed down due to many people using apple devices,well actually dont listen consumers run pace let ecosystem drive consumers using opinion growth humankind kind slowed due many people using apple devices,"['well', 'actually', 'dont', 'listen', 'consumers', 'run', 'pace', 'let', 'ecosystem', 'drive', 'consumers', 'using', 'opinion', 'growth', 'humankind', 'kind', 'slowed', 'due', 'many', 'people', 'using', 'apple', 'devices']"
854," @Eren-da-Jaeger  I don't use Apple either but DUDE, that's an exaggeration. Most people outside the western world use Android",da jaeger i don t use apple either but dude that s an exaggeration most people outside the western world use android,jaeger use apple either dude exaggeration people outside western world use android,"['jaeger', 'use', 'apple', 'either', 'dude', 'exaggeration', 'people', 'outside', 'western', 'world', 'use', 'android']"
855, @Eren-da-Jaeger  Most of humankind don't even have a smartphone. So this is a very first world thing to say!,da jaeger most of humankind don t even have a smartphone so this is a very first world thing to say,jaeger humankind even smartphone first world thing say,"['jaeger', 'humankind', 'even', 'smartphone', 'first', 'world', 'thing', 'say']"
856,PKS Apple slowing down human progress is the biggest exaggeration I’ve ever heard,pks apple slowing down human progress is the biggest exaggeration ive ever heard,pks apple slowing human progress biggest exaggeration ive ever heard,"['pks', 'apple', 'slowing', 'human', 'progress', 'biggest', 'exaggeration', 'ive', 'ever', 'heard']"
857,well you have that in android 10,well you have that in android,well android,"['well', 'android']"
858, @Skipperio  how to set this in android 10?,how to set this in android,set android,"['set', 'android']"
859,"Completely possible with the notification light, too.",completely possible with the notification light too,completely possible notification light,"['completely', 'possible', 'notification', 'light']"
860,MIUI has it already tho,miui has it already tho,miui already tho,"['miui', 'already', 'tho']"
861,"Typical Apple fanboy 🤣 so don't you want to talk about ALL the other ""new"" iOS features wich in fact where adopted from Android? Like... Just shut up, both Android and iOS can feedback each other so they become better OS's and that's what pushes them to innovate",typical apple fanboy so don t you want to talk about all the other new ios features wich in fact where adopted from android like just shut up both android and ios can feedback each other so they become better os s and that s what pushes them to innovate,typical apple fanboy want talk new ios features wich fact adopted android like shut android ios feedback become better pushes innovate,"['typical', 'apple', 'fanboy', 'want', 'talk', 'new', 'ios', 'features', 'wich', 'fact', 'adopted', 'android', 'like', 'shut', 'android', 'ios', 'feedback', 'become', 'better', 'pushes', 'innovate']"
862,Same I was about to comment that,same i was about to comment that,comment,['comment']
863,If you have the Samsung s10 above you will have it.. It's been out since the release of s10,if you have the samsung s above you will have it it s been out since the release of s,samsung since release,"['samsung', 'since', 'release']"
864,"Umm.. all Android phones that I had, already had that. Either the notification light or a white ring around my camera",umm all android phones that i had already had that either the notification light or a white ring around my camera,umm android phones already either notification light white ring around camera,"['umm', 'android', 'phones', 'already', 'either', 'notification', 'light', 'white', 'ring', 'around', 'camera']"
865,yeah im fine without the light,yeah im fine without the light,yeah im fine without light,"['yeah', 'im', 'fine', 'without', 'light']"
866,Already have that on OnePlus Android 10 version. Not a light but a notification that persists..,already have that on oneplus android version not a light but a notification that persists,already oneplus android version light notification persists,"['already', 'oneplus', 'android', 'version', 'light', 'notification', 'persists']"
867,We have it in OnePlus,we have it in oneplus,oneplus,['oneplus']
868,OxygenOS has this,oxygenos has this,oxygenos,['oxygenos']
869,"It’s nice, but it’s not really noticeable unless you look out for it, it blinks for like a second and disappears.",its nice but its not really noticeable unless you look out for it it blinks for like a second and disappears,nice really noticeable unless look blinks like second disappears,"['nice', 'really', 'noticeable', 'unless', 'look', 'blinks', 'like', 'second', 'disappears']"
870,Android already have that feature Grigor,android already have that feature grigor,android already feature grigor,"['android', 'already', 'feature', 'grigor']"
871,It's already there in most android UI...,it s already there in most android ui,already android ui,"['already', 'android', 'ui']"
872,"The gyroscopic ""hold steady"" indicator when taking a night shot is a great idea that I'd love to see Google poach. And although I wouldn't have a personal use for it, the sign language detection in FaceTime is cool as hell.",the gyroscopic hold steady indicator when taking a night shot is a great idea that i d love to see google poach and although i wouldn t have a personal use for it the sign language detection in facetime is cool as hell,gyroscopic hold steady indicator taking night shot great idea love see google poach although personal use sign language detection facetime cool hell,"['gyroscopic', 'hold', 'steady', 'indicator', 'taking', 'night', 'shot', 'great', 'idea', 'love', 'see', 'google', 'poach', 'although', 'personal', 'use', 'sign', 'language', 'detection', 'facetime', 'cool', 'hell']"
873,"Oh yeah, my phone has a notification light I just turned the light off, cos I didn't like the way it turned on when I was charging my phone",oh yeah my phone has a notification light i just turned the light off cos i didn t like the way it turned on when i was charging my phone,oh yeah phone notification light turned light cos like way turned charging phone,"['oh', 'yeah', 'phone', 'notification', 'light', 'turned', 'light', 'cos', 'like', 'way', 'turned', 'charging', 'phone']"
874,that feature is available in miui 12 already.,that feature is available in miui already,feature available miui already,"['feature', 'available', 'miui', 'already']"
875,If it were high five it would have 2 different coloured sleeves. Case closed,if it were high five it would have different coloured sleeves case closed,high five would different coloured sleeves case closed,"['high', 'five', 'would', 'different', 'coloured', 'sleeves', 'case', 'closed']"
876, @charmedx3219  unless your lonely and you use your hands lol,unless your lonely and you use your hands lol,unless lonely use hands lol,"['unless', 'lonely', 'use', 'hands', 'lol']"
877,"High five to myself, cause I'm lonely",high five to myself cause i m lonely,high five cause lonely,"['high', 'five', 'cause', 'lonely']"
878,Team apple for prayer hands. 🙏,team apple for prayer hands,team apple prayer hands,"['team', 'apple', 'prayer', 'hands']"
879,"Exactly... Everyone I know has been using it for 'thank you'  based on the Indian 'Namaste'. Though, in India, the Namaste hands are same as prayer hands... Bowing in respect and/or gratitude.",exactly everyone i know has been using it for thank you based on the indian namaste though in india the namaste hands are same as prayer hands bowing in respect and or gratitude,exactly everyone know using thank based indian namaste though india namaste hands prayer hands bowing respect gratitude,"['exactly', 'everyone', 'know', 'using', 'thank', 'based', 'indian', 'namaste', 'though', 'india', 'namaste', 'hands', 'prayer', 'hands', 'bowing', 'respect', 'gratitude']"
880, @SuryaMurali  it is namaste hands look at that imoji those two hands are of the same person,it is namaste hands look at that imoji those two hands are of the same person,namaste hands look imoji two hands person,"['namaste', 'hands', 'look', 'imoji', 'two', 'hands', 'person']"
881,"Yeah I'm pretty sure it comes from the Oriental Culture and it means please, and thank you.",yeah i m pretty sure it comes from the oriental culture and it means please and thank you,yeah pretty sure comes oriental culture means please thank,"['yeah', 'pretty', 'sure', 'comes', 'oriental', 'culture', 'means', 'please', 'thank']"
882, @andrew48376  what's Oriental Culture? I assume you mean Far East Asian culture?,what s oriental culture i assume you mean far east asian culture,oriental culture assume mean far east asian culture,"['oriental', 'culture', 'assume', 'mean', 'far', 'east', 'asian', 'culture']"
883,In India we greet people...by doing this 🙏 it's called namaste,in india we greet people by doing this it s called namaste,india greet people called namaste,"['india', 'greet', 'people', 'called', 'namaste']"
884,Same here,same here,,[]
885,blessed,blessed,blessed,['blessed']
886,I'm able to do emoji search pray on this s20+ and it will show the same.... probably google keyboard I'm on samsung keyboard. 🙏,i m able to do emoji search pray on this s and it will show the same probably google keyboard i m on samsung keyboard,able emoji search pray show probably google keyboard samsung keyboard,"['able', 'emoji', 'search', 'pray', 'show', 'probably', 'google', 'keyboard', 'samsung', 'keyboard']"
887,Exactly.,exactly,exactly,['exactly']
888,"Without fodaadu 
One of your subscribers repping💪",without fodaadu one of your subscribers repping,without fodaadu one subscribers repping,"['without', 'fodaadu', 'one', 'subscribers', 'repping']"
