comment_id,text,text_clean,vader_label,vader_score,distilbert_label,distilbert_score,lda_topic
634,Actually me!,actually me,neutral,0.0,positive,0.9966,1
635,It's been in Android for like 8 years,it s been in android for like years,positive,0.3612,negative,0.9722,1
636,That’s what I thought 😂😂😂 the old safari-YouTube thing is back!!!,thats what i thought the old safari youtube thing is back,neutral,0.0,negative,0.9992,4
637,"YouTube doesn’t work with picture in picture on iPad, probably won’t work on iPhone. They probably did this bc of YouTube premium lmao",youtube doesnt work with picture in picture on ipad probably wont work on iphone they probably did this bc of youtube premium lmao,positive,0.5994,negative,0.7369,5
638,ricecrispymeat you can watch YouTube on split screen on iPad and use the other portion of the screen to do something else,ricecrispymeat you can watch youtube on split screen on ipad and use the other portion of the screen to do something else,neutral,0.0,negative,0.9931,1
639," @ricecrispymeat9155  samsung can still do that, but without music.",samsung can still do that but without music,neutral,0.0,negative,0.9956,5
640,"I probably won’t let you split screen when watching music videos, the same as Samsung",i probably wont let you split screen when watching music videos the same as samsung,neutral,0.0,negative,0.8687,2
641, @HectordGTO  too bad this isn't a Samsung video,too bad this isn t a samsung video,negative,-0.5423,negative,0.9981,3
642,You tube vanced haha,you tube vanced haha,positive,0.4588,negative,0.9855,5
643,Shhhhhhh,shhhhhhh,neutral,0.0,negative,0.9767,1
644,Spotify:,spotify,neutral,0.0,positive,0.9861,1
645,"If you have an android, there is a app called youtube vanced where you can get everything as said.",if you have an android there is a app called youtube vanced where you can get everything as said,neutral,0.0,negative,0.9912,5
646,Android: 🥱,android,neutral,0.0,positive,0.9765,1
647,Hides my ph premium app,hides my ph premium app,negative,-0.1779,negative,0.9962,5
648,As an Android user I'm happy for Apple.,as an android user i m happy for apple,positive,0.5719,positive,0.9994,1
649, @mryup6100  we need more people like you,we need more people like you,positive,0.4173,negative,0.7207,4
650," @mryup6100  yep.. been using android since galaxy s2 days.. why cant we all just be friends?

Its fun to tease ios users a bit though.. specially since my brother and sister use it",yep been using android since galaxy s days why cant we all just be friends its fun to tease ios users a bit though specially since my brother and sister use it,positive,0.743,positive,0.9908,1
651,That android has for 100 years,that android has for years,neutral,0.0,positive,0.9433,1
652,"I can't believe Apple didn't have app drawer or hiding apps feature omg :D what a joke, also I thought widgets were already on iPhone, it's very old thing on Androids and almost perfected now.",i can t believe apple didn t have app drawer or hiding apps feature omg d what a joke also i thought widgets were already on iphone it s very old thing on androids and almost perfected now,positive,0.5279,negative,0.8842,2
653, @Aldraz  They did have widgets in the past but they could only be place in the left most home page,they did have widgets in the past but they could only be place in the left most home page,neutral,0.0,negative,0.9986,3
654, @Aldraz  they have had widgets for years now but not on the homescreen,they have had widgets for years now but not on the homescreen,neutral,0.0,negative,0.993,3
655," Mario  We all talk shit about huawei, but Google is just as bad.",mario we all talk shit about huawei but google is just as bad,negative,-0.7935,negative,0.9998,2
656, @amallica  Every company is like that just depends on whether you care about your data being Known by those companies,every company is like that just depends on whether you care about your data being known by those companies,positive,0.6908,negative,0.9968,2
657," Mario  Still, I find google assistant much superior in day-to-day use, so they can have my personal data.",mario still i find google assistant much superior in day to day use so they can have my personal data,positive,0.5423,negative,0.9875,2
658,Mario google itself lives off that.,mario google itself lives off that,neutral,0.0,negative,0.9903,5
659,Jet the pet,jet the pet,neutral,0.0,positive,0.9929,1
660, @arujbansal  lmao hi,lmao hi,positive,0.5994,positive,0.9782,5
661, Mario  siri still mines all your data its just not as obvious,mario siri still mines all your data its just not as obvious,neutral,0.0,negative,0.9987,5
662,Dylan O Dwyer bro chill with all this info,dylan o dwyer bro chill with all this info,neutral,0.0,negative,0.7265,2
663, Mario  well siri listens to you all the time and the conversation is sent to contractors the contractors admitted it to forbes and sent proof to them of the conversation they heard,mario well siri listens to you all the time and the conversation is sent to contractors the contractors admitted it to forbes and sent proof to them of the conversation they heard,positive,0.3612,positive,0.6318,5
664, Mario  Atleast Google shows you all the Data they collect and Allow you to delete but with Apple You are not really sure whether they don't collect your Data.(They do but just won't tell you).,mario atleast google shows you all the data they collect and allow you to delete but with apple you are not really sure whether they don t collect your data they do but just won t tell you,positive,0.5764,negative,0.9971,2
665,Mario who says apple don’t store all that shit about you too? What if Apple are just making it much harder to find and disable. I’ve not done any research into it but I really wouldn’t be surprised,mario who says apple dont store all that shit about you too what if apple are just making it much harder to find and disable ive not done any research into it but i really wouldnt be surprised,negative,-0.5711,negative,0.9893,1
666, Mario  i didnt even read that cos i know that its a load of bs about how apple is better than android when there litaraly making ios into android with ios 14,mario i didnt even read that cos i know that its a load of bs about how apple is better than android when there litaraly making ios into android with ios,positive,0.4404,negative,0.9954,5
667,Dylan O Dwyer Wow that’s very ignorant of you it’s not even about what you just said,dylan o dwyer wow thats very ignorant of you its not even about what you just said,positive,0.3415,negative,0.9941,5
668,Dylan O Dwyer We’re sorry that knowledge makes your head hurt. You can go back to watching baby shark videos now on your Android phone now.,dylan o dwyer were sorry that knowledge makes your head hurt you can go back to watching baby shark videos now on your android phone now,negative,-0.5719,negative,0.9962,2
669,RedOrange12098 when does it come out or has it already and what apple things is it coming on,redorange when does it come out or has it already and what apple things is it coming on,neutral,0.0,negative,0.9896,1
670,DJ Pig September,dj pig september,neutral,0.0,negative,0.978,2
671,DJ Pig technically it didn’t come out yet but I have the update on apple from a tiktok,dj pig technically it didnt come out yet but i have the update on apple from a tiktok,neutral,0.0,negative,0.994,5
672,The OIS 14 is coming in september on my iPhone 6s,the ois is coming in september on my iphone s,neutral,0.0,negative,0.9077,2
673,When will people leave this joke alone,when will people leave this joke alone,positive,0.0772,negative,0.9986,1
674,How do you download,how do you download,neutral,0.0,positive,0.9939,4
675,It's Alex 509 you have to be a developer at the moment..,it s alex you have to be a developer at the moment,neutral,0.0,positive,0.9782,4
676,not funny at all,not funny at all,negative,-0.3412,negative,0.9998,3
677,Wait really,wait really,neutral,0.0,negative,0.9982,1
678,Lol I was let down when he only said 1 day.,lol i was let down when he only said day,positive,0.4215,negative,0.9994,5
679,why is no ones reply actually responding to the comment🤣stfu weirdos,why is no ones reply actually responding to the commentstfu weirdos,negative,-0.5106,negative,0.9996,2
680,"Becoz widgets aint  too important to real ios user not like andorid gimick user...btw, this ios14 gonna attract more andorid user to move from andorid to ios, so this a win for apple, but apple user i am not updating",becoz widgets aint too important to real ios user not like andorid gimick user btw this ios gonna attract more andorid user to move from andorid to ios so this a win for apple but apple user i am not updating,positive,0.3465,negative,0.9962,2
681,Muhammad Areef no cap not my update,muhammad areef no cap not my update,negative,-0.296,negative,0.9657,5
682,Muhammad Areef ok nerd,muhammad areef ok nerd,neutral,0.0,negative,0.6626,5
683, @fuckoff5191  just cuz they waited till forever to add this one doesn't make them not copying. Infact the scrolling up or down for shortcuts was copied from Android like 3 years after Android had it. Honestly.,just cuz they waited till forever to add this one doesn t make them not copying infact the scrolling up or down for shortcuts was copied from android like years after android had it honestly,positive,0.6705,negative,0.9909,1
684,I know for Samsung that the Bixby button can be mapped in a similar manner. Like mine opens up the camera and on two clicks opens up Bixby. Don't know if other Android phones have similar features though,i know for samsung that the bixby button can be mapped in a similar manner like mine opens up the camera and on two clicks opens up bixby don t know if other android phones have similar features though,positive,0.3612,negative,0.975,4
685,that feature was also in Android when every Android had fingerprint scanner at their back. you can use gestures and taps on the scanner. but in display fingerprint scanners ruined it.,that feature was also in android when every android had fingerprint scanner at their back you can use gestures and taps on the scanner but in display fingerprint scanners ruined it,negative,-0.631,negative,0.9996,1
686," @vigneshkumar_003  I miss the RMFP so bad. I honestly really hate the under screen sensor on my S10. I've had it over a year, and I'd jump at the opportunity to have the same phone with a RMFP. Too bad all flagships have moved away.",i miss the rmfp so bad i honestly really hate the under screen sensor on my s i ve had it over a year and i d jump at the opportunity to have the same phone with a rmfp too bad all flagships have moved away,negative,-0.8186,negative,0.9988,3
687,Ya I own an S9 plus and I have mapped  single press bixby button to launch camera(wished It would work on the lock screen too) and the back scanner to show notification also changed the lock screen bottom apps to flash light and camera and did some bixby routine(like to olny rotate in certain apps and made a screen turn off timerm gesture for 10 min so I toggle it to cycle between 10 mins and 2 mins),ya i own an s plus and i have mapped single press bixby button to launch camera wished it would work on the lock screen too and the back scanner to show notification also changed the lock screen bottom apps to flash light and camera and did some bixby routine like to olny rotate in certain apps and made a screen turn off timerm gesture for min so i toggle it to cycle between mins and mins,positive,0.5574,negative,0.9985,2
688,where actually was a leak or something showcasing this feature on pixel,where actually was a leak or something showcasing this feature on pixel,negative,-0.34,negative,0.9988,2
689,Any idea if it will work with a case on / with a skin?,any idea if it will work with a case on with a skin,neutral,0.0,negative,0.9827,4
690,I like that lol,i like that lol,positive,0.6486,positive,0.9997,1
691,"Agreed - my Pixel 3a has a fingerprint scanner on the back, so it must be possible to map?",agreed my pixel a has a fingerprint scanner on the back so it must be possible to map,positive,0.2732,negative,0.989,1
692,Pixel also have it,pixel also have it,neutral,0.0,positive,0.9654,2
693,"My Huawei P20 Pro has the same feature but on the Display, like knocking on the screen 2 Times it will take a Screenshot",my huawei p pro has the same feature but on the display like knocking on the screen times it will take a screenshot,positive,0.5023,negative,0.992,2
694,That's the biggest thing I'd like to see copied too,that s the biggest thing i d like to see copied too,positive,0.3612,positive,0.989,1
695,I’m trying to get Alexa to work with a double tap. I’m not sure how to do that. Shortcuts app doesn’t support Alexa.,im trying to get alexa to work with a double tap im not sure how to do that shortcuts app doesnt support alexa,negative,-0.4973,negative,0.9998,1
696,"Bruh, if there wasn't already an app for it, wait a day, I'm sure devs are right on it. Android will get it tomorrow if it wasn't already there.",bruh if there wasn t already an app for it wait a day i m sure devs are right on it android will get it tomorrow if it wasn t already there,positive,0.3182,negative,0.9832,1
697,I tried it but turned it off because it kept activating all the time when I moved my phone between hands or placing it down somewhere but I hope they improve it or something.,i tried it but turned it off because it kept activating all the time when i moved my phone between hands or placing it down somewhere but i hope they improve it or something,positive,0.8271,negative,0.7796,2
698,remember squeeze on pixel and htc.. 😂,remember squeeze on pixel and htc,neutral,0.0,negative,0.8916,2
699,Some One Plus have it,some one plus have it,neutral,0.0,positive,0.9969,2
700,"Amazingly I was using double tap back of the phone to wake up on Very Old Nokia X2-DS (android version).
I will don't know was it a feature or a defect. 😂",amazingly i was using double tap back of the phone to wake up on very old nokia x ds android version i will don t know was it a feature or a defect,negative,-0.34,negative,0.9903,1
701,One plus had this since the beginning. Also you can personalize this with Nova Luncher in Android,one plus had this since the beginning also you can personalize this with nova luncher in android,neutral,0.0,negative,0.8586,1
702,rockymine I’m sure you like that bloatware too. It took my about 2 weeks to adjust to iOS after using Android for years but now I can not even imagine going back to Android.,rockymine im sure you like that bloatware too it took my about weeks to adjust to ios after using android for years but now i can not even imagine going back to android,positive,0.34,negative,0.9952,1
703," @johnnybravo2910  What do you mean by ""bloatware"" ?",what do you mean by bloatware,neutral,0.0,negative,0.9988,3
704," @johnnybravo2910   I literally just restored an iphone from scratch without backup.  guess what 35 APPS!!!!  in comparison, a pixel has a third of that.  bloatware my ass.",i literally just restored an iphone from scratch without backup guess what apps in comparison a pixel has a third of that bloatware my ass,negative,-0.2732,negative,0.9988,2
705," @johnnybravo2910  I don't like to argue about this, but what you said is absolutely right,,,,Its like there are a lot more features on android than apple even if controlling ui is more narrow for its own good,,,its like a new car vs a classic car..It might not have all the new features but its better for the user..",i don t like to argue about this but what you said is absolutely right its like there are a lot more features on android than apple even if controlling ui is more narrow for its own good its like a new car vs a classic car it might not have all the new features but its better for the user,positive,0.9397,positive,0.9948,2
706,"I believe this actually has happened to some tweaks, including Control Center iirc",i believe this actually has happened to some tweaks including control center iirc,neutral,0.0,negative,0.9772,5
707,They Prolly allow jailbreaks to happen on purpose so That tweaks can be made Then They steal it. Every Single feature of iOS to this day has been a tweaks on jailbreak back in the days,they prolly allow jailbreaks to happen on purpose so that tweaks can be made then they steal it every single feature of ios to this day has been a tweaks on jailbreak back in the days,negative,-0.3182,negative,0.9575,3
708,Shit people still jailbreak their phones? I haven’t done that since I stopped playing Minecraft PE cause I was that kid with modded Minecraft in school😂,shit people still jailbreak their phones i havent done that since i stopped playing minecraft pe cause i was that kid with modded minecraft in school,negative,-0.5719,negative,0.9988,4
709,Same for Android and custom ROMs. I wish it was encouraged rather that punished.,same for android and custom roms i wish it was encouraged rather that punished,positive,0.296,negative,0.9984,1
710,Facts,facts,neutral,0.0,positive,0.9989,1
711,"I have an Ipad pro and I think Apple dont mind anymore for extras thing. ""If you dont listen customers, jailbreak will do that""",i have an ipad pro and i think apple dont mind anymore for extras thing if you dont listen customers jailbreak will do that,neutral,0.0,negative,0.9872,4
712,That’s how the entire world works. They made the phone after all,thats how the entire world works they made the phone after all,neutral,0.0,positive,0.9899,2
713,Android does that too,android does that too,neutral,0.0,positive,0.9596,1
714,Victor Barbosa honestly mate you didn’t have to comment that we all know and your just going to start another phone war,victor barbosa honestly mate you didnt have to comment that we all know and your just going to start another phone war,negative,-0.2263,negative,0.5632,4
715,Or minecraft,or minecraft,neutral,0.0,negative,0.911,4
716,Dave Chhetri 🤦🏻‍♂️,dave chhetri,neutral,0.0,positive,0.9914,1
717,@squiddi what's ur clash name and d name of ur clan,what s ur clash name and d name of ur clan,neutral,0.0,negative,0.9945,3
718, @semiloremathew5909  come to my clan TheGoodTryers,come to my clan thegoodtryers,neutral,0.0,positive,0.9849,5
719,YEEEEES,yeeeees,neutral,0.0,positive,0.8684,1
720,Should've bought android 😂,should ve bought android,neutral,0.0,negative,0.9873,3
721,Or while watching porn,or while watching porn,neutral,0.0,negative,0.9923,2
722,bassam abdullaziz that is a valid statement.,bassam abdullaziz that is a valid statement,neutral,0.0,positive,0.9998,1
723,Guided access,guided access,neutral,0.0,positive,0.9994,3
724,Mayur Faria .........waste of time,mayur faria waste of time,negative,-0.4215,negative,0.9998,3
725,And at the same time watching a video on how to not be trash at clash,and at the same time watching a video on how to not be trash at clash,neutral,0.0,negative,0.9691,3
726,__ Squiddi that's so true xD!,squiddi that s so true xd,positive,0.8269,positive,0.9898,2
727,just turn on do not disturb,just turn on do not disturb,positive,0.3089,positive,0.9354,4
728,oh wait,oh wait,neutral,0.0,negative,0.9883,5
729,"I have shortcuts turn on do not disturb everytime i open games, turn off WiFi, turn on cellular, reduce volume, turn off low power mode. Kinda like game mode on most android stuffs. 

I heard somewhere in iOS 14 there is a game mode, no one mentioned it though, so maybe it's not there.",i have shortcuts turn on do not disturb everytime i open games turn off wifi turn on cellular reduce volume turn off low power mode kinda like game mode on most android stuffs i heard somewhere in ios there is a game mode no one mentioned it though so maybe it s not there,neutral,0.0426,negative,0.9966,4
730,Lmao I’m just glad I can ignore people without actually declining the call,lmao im just glad i can ignore people without actually declining the call,positive,0.6597,negative,0.9793,5
731,Man I used to be god tier than night comes and a bunch of people with asian names absaloutley destroy me 😭😭😭,man i used to be god tier than night comes and a bunch of people with asian names absaloutley destroy me,negative,-0.34,negative,0.9995,4
732,Ify,ify,neutral,0.0,positive,0.9917,1
733,I loved that feature on Huawei and when I switched to iPhone it was annoying but now I can’t wait for iOS 14,i loved that feature on huawei and when i switched to iphone it was annoying but now i cant wait for ios,positive,0.1531,negative,0.9495,5
734,Ya u could 1v1 me im in ultimate champion,ya u could v me im in ultimate champion,positive,0.5994,positive,0.7129,3
735,Welcome to 2010,welcome to,positive,0.4588,positive,0.9998,5
736,LMAOO,lmaoo,neutral,0.0,negative,0.834,5
737,BROOO SAME!!,brooo same,neutral,0.0,positive,0.7082,1
738,When you're already jailbroken and got these features year's ago,when you re already jailbroken and got these features year s ago,neutral,0.0,negative,0.9072,1
739,Or fortnite,or fortnite,neutral,0.0,negative,0.9927,4
740,random laughs on randoms dead body,random laughs on randoms dead body,negative,-0.2732,positive,0.9684,5
741,I feel ur pain buddy,i feel ur pain buddy,negative,-0.5106,negative,0.9879,5
742,What if your mom wants to call you,what if your mom wants to call you,neutral,0.0,negative,0.9648,3
743,or clash of clans,or clash of clans,neutral,0.0,negative,0.9495,3
744,You playing Clash Royal? So sad.,you playing clash royal so sad,negative,-0.4924,negative,0.9993,5
745,BRUH YESSSS🙌🏽,bruh yessss,neutral,0.0,negative,0.7008,3
746,Adam Omar you need a new profile pic,adam omar you need a new profile pic,neutral,0.0,negative,0.9947,1
747,The Truc Not a single soul,the truc not a single soul,neutral,0.0,negative,0.9896,4
748,or codm,or codm,neutral,0.0,negative,0.9886,1
749,Wait lmaooo felt this,wait lmaooo felt this,neutral,0.0,negative,0.9903,5
750,Haha he plays Clash Royale,haha he plays clash royale,positive,0.6124,positive,0.953,3
751,lol we had this since 2014,lol we had this since,positive,0.4215,negative,0.584,1
752,I was thinking the same thing about Fortnite,i was thinking the same thing about fortnite,neutral,0.0,negative,0.9972,4
753,RIGHT?!?👾,right,neutral,0.0,positive,0.9998,1
754,Hahahaha facts,hahahaha facts,neutral,0.0,positive,0.9801,1
755,iOS issues...,ios issues,neutral,0.0,negative,0.9962,1
756,You could've turned on do not disturb and change settings to make it stop calls too.,you could ve turned on do not disturb and change settings to make it stop calls too,neutral,0.015,negative,0.9816,3
757,Bruhh so relatable LMFAO xd,bruhh so relatable lmfao xd,positive,0.8335,negative,0.9987,2
758,"Same with any other game. Minecraft, COD mobile, fortnite, 8 Baal pool, etc",same with any other game minecraft cod mobile fortnite baal pool etc,neutral,0.0,negative,0.9963,4
759,Lmaoo fax,lmaoo fax,neutral,0.0,positive,0.9114,5
760, PATRiCK  yea same i honestly thought this game died like 2 years ago,patrick yea same i honestly thought this game died like years ago,positive,0.2263,negative,0.9944,4
761,the mysterious laughs on mysterious’s body,the mysterious laughs on mysteriouss body,positive,0.4939,positive,0.9996,4
762,"😂😂Android has had all of these features for a long time now, except a few at the end.",android has had all of these features for a long time now except a few at the end,neutral,0.0,negative,0.965,1
763,SaStrixS   A bit like all cars have 4 wheels and get you from A to B  but people still buy new cars,sastrixs a bit like all cars have wheels and get you from a to b but people still buy new cars,positive,0.1901,positive,0.84,4
764,SaStrixS @whoasked,sastrixs,neutral,0.0,negative,0.6317,4
765,Literally everyone 😂,literally everyone,neutral,0.0,positive,0.996,4
766,hahaa yeah same,hahaa yeah same,positive,0.296,positive,0.5995,1
767,Plot twist: he did,plot twist he did,neutral,0.0,positive,0.9987,1
768,"This shit is so old, I’m sorry.",this shit is so old im sorry,negative,-0.6326,negative,0.9998,4
769,So funny... I'm laughing so hard. 😐 Funny the first time,so funny i m laughing so hard funny the first time,positive,0.8274,positive,0.9994,3
770,Hatori Ibuki that is what android users say to make them less jealous of ios,hatori ibuki that is what android users say to make them less jealous of ios,negative,-0.4033,positive,0.9763,2
771, @snaztastickobe  ain't no one jealous if iOS.,ain t no one jealous if ios,positive,0.0721,positive,0.9793,2
772,Just like Skate 4,just like skate,positive,0.3612,positive,0.9957,4
773,"Yeah, I loved that one too",yeah i loved that one too,positive,0.7269,positive,0.9998,5
774,And as always Apple does it better,and as always apple does it better,positive,0.4404,positive,0.9921,1
775,X Æ A-12 Musk That’s what people who are stuck in the Apple ecosystem would say,x a musk thats what people who are stuck in the apple ecosystem would say,negative,-0.25,negative,0.9951,2
776, @Cheezdealer  cringe if you actually believe that,cringe if you actually believe that,neutral,0.0,negative,0.9996,2
777, @Cheezdealer  Lol Apple does it better 😂😂 I bet you've never used an Android device BTW don't say that in real crowd otherwise everyone will just laugh at you.,lol apple does it better i bet you ve never used an android device btw don t say that in real crowd otherwise everyone will just laugh at you,positive,0.8519,negative,0.756,3
778,Its also other way around. Look how android in general looks like. Its getting more like iOS 9 yrs of android i can tell how android becoming more like iOS vibes.,its also other way around look how android in general looks like its getting more like ios yrs of android i can tell how android becoming more like ios vibes,positive,0.7956,negative,0.9948,2
779,just be positivd,just be positivd,neutral,0.0,negative,0.9492,1
780,if he knows i watch his vids pn 360p💀,if he knows i watch his vids pn p,neutral,0.0,negative,0.9981,5
781,Mine is at 480,mine is at,neutral,0.0,positive,0.9919,4
782,Mines at 720,mines at,neutral,0.0,negative,0.9863,4
783, @muhammadhafizul5158  wish I have a pc to watch on 4k,wish i have a pc to watch on k,positive,0.4019,negative,0.9924,1
784," @manasandmohit  i Watch on 2k
not tryna brag just sayin",i watch on k not tryna brag just sayin,neutral,0.0,positive,0.7308,5
785,And without my video on FaceTime pausing,and without my video on facetime pausing,neutral,0.0,negative,0.996,5
786,Comparing with android i love the pip on ios... The time bar and 15sec arrows are OP idk why android aka google aint DONE this but do on competitors OS.  -_- love THE SCROLLABLE widgets too my opt 5 DOEsnt have that shii.,comparing with android i love the pip on ios the time bar and sec arrows are op idk why android aka google aint done this but do on competitors os love the scrollable widgets too my opt doesnt have that shii,positive,0.8481,negative,0.9408,3
787,What would you consider a major feature,what would you consider a major feature,neutral,0.0,positive,0.9986,3
788,"I agree. Excited too. Came from android a few years back (3 ish) and sure i lost a few features but all in all having the newest Iphone now, i get it.",i agree excited too came from android a few years back ish and sure i lost a few features but all in all having the newest iphone now i get it,positive,0.3506,negative,0.9785,1
789,Frrrr,frrrr,neutral,0.0,negative,0.9754,1
790,Now I can’t annoy people by spam calling them,now i cant annoy people by spam calling them,neutral,-0.0243,negative,0.9975,4
791,Sony Do all this a lot better Xperia1 and 5 to Xperia1 March II 👌,sony do all this a lot better xperia and to xperia march ii,positive,0.4404,negative,0.9701,3
792,How... are these not major features for iPhone,how are these not major features for iphone,neutral,0.0,negative,0.9984,2
793,@Daniel Drago get a better phone if you're lagging from the updates,drago get a better phone if you re lagging from the updates,positive,0.2023,negative,0.9996,3
794,Think what a New Highend android have when Years ahed Should recommend Sony Xperia1 March II when all Sony Highend cameras TV like high-resolution Sound in 3.5 Headphone jack with fysical DAC to it are Way Better than think that sound are Only Sony have 360 Atmos sound in music feel like 5.1 Cinema Atmos Sound in Cable Headphones it is Never heard before Xperia1 bought say Wireless get that are So Awsome sound Movies like gaming get 5.1 Sound in music also get Atmos Eqoulizer are🏆 Sound above Rest when X1MII that put in All Highend tech in Alpha camera sensor 70 mm wide are Lot in Highend tech and Cheaper buy also Cuallcome for Gaming Snapdragon 865 Call of Duty preeinstall 4KHDR Oled gaming say New level Motion technology Sony have in TV do can get 4KHDR and 60 Herz with motion get 90 Herz when not go get above 1080p If 90 or 120 Herz in Mobile Oled screens so Sony Use X1 Ship from TV so get Motion 90 Herz are that Tech if PS4 and 5 Certified and can Directly conect PS4 handset to bluetooth to mobile and just play are 4KHDT gaming that Most Heavy thing can Do in mobile if handle that Do rest also are Guaranty and Sony Xperia1 are 5 and Xperia1 March II are PS4 certified for Gaming and all can Mirror in any WiFi Screen to any 4KHDR screen of own a PS4 consol have PS4PRO in pocket all time that is new have Everything and Dharåen up so get Just Keep on deliver Never build a better mobile ever And that said 1200$ is cheap if look to Samsung Ultra and iPhone Highend they are More Expensive without have More Inside in X1MII get more that those have In that better and cheaper pricetag that 70 mm wide 60 frame in sec focus eye focus 3 or human lock in to eye so focus follow are that kind of tech no other have 🏆😂❤️,think what a new highend android have when years ahed should recommend sony xperia march ii when all sony highend cameras tv like high resolution sound in headphone jack with fysical dac to it are way better than think that sound are only sony have atmos sound in music feel like cinema atmos sound in cable headphones it is never heard before xperia bought say wireless get that are so awsome sound movies like gaming get sound in music also get atmos eqoulizer are sound above rest when x mii that put in all highend tech in alpha camera sensor mm wide are lot in highend tech and cheaper buy also cuallcome for gaming snapdragon call of duty preeinstall khdr oled gaming say new level motion technology sony have in tv do can get khdr and herz with motion get herz when not go get above p if or herz in mobile oled screens so sony use x ship from tv so get motion herz are that tech if ps and certified and can directly conect ps handset to bluetooth to mobile and just play are khdt gaming that most heavy thing can do in mobile if handle that do rest also are guaranty and sony xperia are and xperia march ii are ps certified for gaming and all can mirror in any wifi screen to any khdr screen of own a ps consol have ps pro in pocket all time that is new have everything and dharaen up so get just keep on deliver never build a better mobile ever and that said is cheap if look to samsung ultra and iphone highend they are more expensive without have more inside in x mii get more that those have in that better and cheaper pricetag that mm wide frame in sec focus eye focus or human lock in to eye so focus follow are that kind of tech no other have,positive,0.9117,negative,0.9978,3
795,Lmfao he really wanted to flex that,lmfao he really wanted to flex that,positive,0.5423,negative,0.6951,2
796,Brandon Gullaba you’re just jealous 😂,brandon gullaba youre just jealous,negative,-0.4588,negative,0.9793,2
797,LOL he ~snuck~ that humblebrag in,lol he snuck that humblebrag in,positive,0.4215,negative,0.9587,1
798,Lmfaoooo “my Tesla widget”,lmfaoooo my tesla widget,neutral,0.0,positive,0.7493,4
799,"Why y’all so bitter? Was he supposedly flexing that he owns a Tesla, or that he created a special Tesla app?  Bc a Tesla is only like $35k now, it’s not something people say to look rich. Give the dude a break.",why yall so bitter was he supposedly flexing that he owns a tesla or that he created a special tesla app bc a tesla is only like k now its not something people say to look rich give the dude a break,positive,0.7338,negative,0.9993,4
800,Or double/triple tap to open the shorcut that unlocks your trunk!,or double triple tap to open the shorcut that unlocks your trunk,neutral,0.0,negative,0.947,1
801,the trunk* lol but yeah hahaha,the trunk lol but yeah hahaha,positive,0.8625,negative,0.9231,1
802,You can get it too,you can get it too,neutral,0.0,positive,0.999,3
803,666 nah 669 likes,nah likes,positive,0.34,positive,0.9967,5
804,and yet he is still wearing that shirt,and yet he is still wearing that shirt,neutral,0.0,positive,0.9532,5
805,Huh,huh,neutral,0.0,negative,0.8706,3
806,And we all paid for it lol,and we all paid for it lol,positive,0.4215,negative,0.993,1
807,I came straight to the comments after he said that😩😂well damn..,i came straight to the comments after he said thatwell damn,negative,-0.2023,negative,0.9948,3
808,I literally read this comment in sync as Marques said it lol,i literally read this comment in sync as marques said it lol,positive,0.4215,positive,0.749,5
809,"Ahhh shit jokes, a throwback to my childhood",ahhh shit jokes a throwback to my childhood,negative,-0.3818,negative,0.9535,4
810,oof,oof,neutral,0.0,negative,0.8785,5
811,The jailbreak community AND android,the jailbreak community and android,neutral,0.0,positive,0.5649,4
812,"*someone codes this 6yrs prior
Apple: ""look at what I came up with all by myself. With no help or inspiration what so ever"" 😂😂😂",someone codes this yrs prior apple look at what i came up with all by myself with no help or inspiration what so ever,negative,-0.6167,negative,0.9967,2
813,"From users perspective, they really just copy paste it. But it’s more than that tbh, like optimizing it in apple OS’ environment cause now literally every apple OS are uniform that even mac os can run iOS apps seemlesly. But yeah nevertheless it is just copy and paste in the surface and that’s all that matter 😂",from users perspective they really just copy paste it but its more than that tbh like optimizing it in apple os environment cause now literally every apple os are uniform that even mac os can run ios apps seemlesly but yeah nevertheless it is just copy and paste in the surface and thats all that matter,positive,0.8807,negative,0.914,1
814,I remember having an jailbroken iPhone 3gs in high school and was able to quick reply to texts years before Apple included it in ios,i remember having an jailbroken iphone gs in high school and was able to quick reply to texts years before apple included it in ios,neutral,0.0,negative,0.9891,2
815,Charles the French?,charles the french,neutral,0.0,positive,0.9975,1
816,Few years ago Apple took gesture navigation things etc. from Palm webOS,few years ago apple took gesture navigation things etc from palm webos,neutral,0.0,negative,0.9913,1
817,I love the calling and FaceTime feature where it doesn't take much space.,i love the calling and facetime feature where it doesn t take much space,positive,0.6369,negative,0.9716,5
818,"They finally added a lot of the features I’ve been wanting! A few things that would be nice to add would be the ability to put widgets on the Lock Screen, customize app icons without having to create a shortcut, and set different wallpapers for different home screens",they finally added a lot of the features ive been wanting a few things that would be nice to add would be the ability to put widgets on the lock screen customize app icons without having to create a shortcut and set different wallpapers for different home screens,positive,0.5083,positive,0.9915,2
819,"Nobody:
Apple: ok, so for this update, get this... we’re going to listen to the consumers 😏",nobody apple ok so for this update get this were going to listen to the consumers,positive,0.296,negative,0.9964,4
820,"Android user: I'd like the light when your camera or mic is being used, neat feature",android user i d like the light when your camera or mic is being used neat feature,positive,0.6705,negative,0.931,2
821,"I always used this (🙏) for saying ""thank you"" or ""I'm grateful""",i always used this for saying thank you or i m grateful,positive,0.6705,positive,0.9996,1
